fit_id,version,fit_date,train_start,train_last_signal,max_label_available_at,a,c,half_life,valid_samples,valid_dates,l2_reg,fallback_reason,success,theta_00,theta_01,theta_02,theta_03,theta_04,theta_05,theta_06,theta_07,theta_08,theta_09,theta_10,message,objective,gradient_norm,iterations,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32
V1-2024-11-01-L0.1-H60,V1,2024-11-01,2024-04-16,2024-10-23,2024-10-31,0.000357424561412045,0.0,60,12250,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-02-05-L0.1-H60,V2,2025-02-05,2024-07-16,2025-01-17,2025-01-27,0.00024481468942462177,0.0,60,12260,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-03-03-L0.1-H60,V2,2025-03-03,2024-08-09,2025-02-20,2025-02-28,0.0003012358948034905,0.0,60,12273,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-04-01-L0.1-H60,V2,2025-04-01,2024-09-09,2025-03-21,2025-03-31,0.00025490273713441134,0.0,60,12272,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-05-06-L0.1-H60,V2,2025-05-06,2024-10-17,2025-04-22,2025-04-30,-7.721913213872369e-05,0.0,60,12305,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-06-03-L0.1-H60,V2,2025-06-03,2024-11-13,2025-05-22,2025-05-30,-7.606142728535395e-05,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-07-01-L0.1-H60,V2,2025-07-01,2024-12-11,2025-06-20,2025-06-30,-6.212691946105443e-05,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-08-01-L0.1-H60,V2,2025-08-01,2025-01-14,2025-07-23,2025-07-31,-5.567927722547224e-06,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-09-01-L0.1-H60,V2,2025-09-01,2025-02-20,2025-08-21,2025-08-29,6.02503127123705e-05,0.0,60,12289,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V2-2025-10-09-L0.1-H60,V2,2025-10-09,2025-03-24,2025-09-22,2025-09-30,0.0009079768276019429,0.007985270442574523,60,12203,126,0.1,,True,1.122573866784248e-05,-1.4742217708277523e-05,-1.5349049769137272e-05,-4.42852240068945e-07,-3.834374877236692e-06,1.6509714005083005e-05,1.767333314145343e-05,2.4572134523720584e-05,-1.2251964158699096e-05,-1.0185665993235656e-05,2.9342874362388605e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.002898413730207642,9.263621187620237e-11,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2025-11-03-L0.1-H60,V2,2025-11-03,2025-04-17,2025-10-23,2025-10-31,0.0016864423952503184,0.01035567223147261,60,12135,126,0.1,,True,9.526414018640233e-06,-3.462063253268125e-05,-4.255971634393639e-06,-8.81615840475213e-06,-1.239191594269011e-05,1.6579051540834838e-05,2.491371274738934e-05,2.4224438978641e-05,-4.110890826114594e-07,-6.065615128295714e-06,1.2763104803075535e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0031690182134091354,1.5063762462254966e-10,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2025-12-01-L0.1-H60,V2,2025-12-01,2025-05-20,2025-11-20,2025-11-28,0.00233827003387324,0.012000158384296014,60,12087,126,0.1,,True,1.1834496249360785e-05,-2.9532646728273627e-05,-7.211731125663189e-07,-5.714681167383335e-06,-1.3132453171299737e-05,1.968095039259175e-05,3.281591895438871e-05,2.2756691241272077e-05,1.0884120054215958e-05,-4.487570515836952e-06,1.4499324226615099e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.003365656194660052,5.266612512680407e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-01-05-L0.1-H60,V2,2026-01-05,2025-06-23,2025-12-23,2025-12-31,0.0021031973050478917,0.010454039619025279,60,12030,126,0.1,,True,8.857951136582541e-06,-2.175593700900416e-05,6.743846745045163e-06,1.716757530660535e-06,-1.4911960971643818e-05,1.1154856514978366e-05,2.3059095042864804e-05,1.8921427067551168e-05,1.6784862079664098e-05,4.199105246548659e-06,6.3863108141712826e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0034828059970276218,9.488919343537945e-11,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-02-02-L0.1-H60,V2,2026-02-02,2025-07-21,2026-01-22,2026-01-30,0.0027954296901284083,0.014766513426502996,60,11962,126,0.1,,True,8.589465246419337e-06,-3.92674209284395e-05,2.3379634366431835e-05,-5.444467336602301e-06,-2.1084468437996323e-05,2.711638107171943e-05,7.399452437372931e-06,1.973046959254437e-05,3.2524909350078624e-05,1.0164433017275787e-05,1.0153474933544069e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.003839119855974932,1.6334387207780172e-15,2.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-03-02-L0.1-H60,V2,2026-03-02,2025-08-08,2026-02-11,2026-02-27,0.0024029715844640087,0.012964115102268449,60,11936,126,0.1,optimization_failed,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABNORMAL: ,0.003785633157803889,2.152113430087633e-10,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-04-01-L0.1-H60,V2,2026-04-01,2025-09-09,2026-03-23,2026-03-31,0.0017378929983365755,0.009814734626491068,60,11996,126,0.1,,True,1.4948746925248684e-06,-7.203741758295467e-07,2.4192018171998677e-05,-1.340652473248968e-05,-8.397903763555302e-06,2.1337359823817493e-05,-3.191023991405667e-05,5.08975951224486e-06,3.9384644796518026e-05,2.546203490838167e-05,-3.228592085297168e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.003630708370032065,1.7150047117605234e-10,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-05-06-L0.1-H60,V2,2026-05-06,2025-10-16,2026-04-22,2026-04-30,0.0005668470274259762,0.0041326317378508,60,12080,126,0.1,,True,-2.296588521114261e-06,-7.081911764154162e-07,3.0712097384572897e-06,-6.658857512488537e-07,4.1419345558716024e-07,9.341380476478183e-06,-1.4751165291914584e-05,1.4786084839301723e-06,1.1211573416792468e-05,1.0248987096037672e-05,-7.873919844157863e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0033791119356091697,3.20398711573184e-11,1.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-06-01-L0.1-H60,V2,2026-06-01,2025-11-11,2026-05-21,2026-05-29,0.0015186365583120722,0.008840771084056011,60,12098,126,0.1,,True,2.1504561075800152e-06,8.891147798176365e-06,1.2586242260846403e-05,1.5294348728621016e-05,-8.516898766642284e-06,2.3491666368864808e-05,-5.4587563746251217e-05,1.234063284149982e-06,3.9909824163800104e-07,1.6396651501340486e-05,-1.5500956143039287e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0036937214142716336,1.1711695728828696e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-07-01-L0.1-H60,V2,2026-07-01,2025-12-10,2026-06-22,2026-06-30,0.0028572734113388345,0.01577109665591004,60,12110,126,0.1,,True,8.544457515808797e-06,-3.2006231072295594e-05,4.909550401977524e-07,2.58597172793068e-05,-1.3845258153345718e-05,3.7585408434432495e-05,-0.00011586523741196872,-2.6464198217987857e-05,-6.2745614358711285e-06,2.749545068373135e-05,-9.09418385597e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.004559703368280208,1.5881687033940438e-15,2.0,,,,,,,,,,,,,,,,,,,,,,
V2-2026-08-03-L0.1-H60,V2,2026-08-03,2026-01-14,2026-07-23,2026-07-31,0.0014807090842395866,0.005668293086745481,60,12165,126,0.1,,True,-1.0998616103663626e-05,-5.577282716998049e-06,3.313154014386676e-06,7.869689557033959e-06,-1.5539845297195794e-06,1.2687234455883751e-05,-3.519352619877248e-05,-6.527430829079823e-06,-3.1311588694666207e-06,8.988166019793647e-06,-6.4272056841264475e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.005447623800790482,1.0080220218557155e-10,1.0,,,,,,,,,,,,,,,,,,,,,,
V3-2025-02-05-L0.1-H60,V3,2025-02-05,2024-07-16,2025-01-17,2025-01-27,0.00024481468942462177,0.0,60,12260,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-03-03-L0.1-H60,V3,2025-03-03,2024-08-09,2025-02-20,2025-02-28,0.0003012358948034905,0.0,60,12273,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-04-01-L0.1-H60,V3,2025-04-01,2024-09-09,2025-03-21,2025-03-31,0.00025490273713441134,0.0,60,12272,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-05-06-L0.1-H60,V3,2025-05-06,2024-10-17,2025-04-22,2025-04-30,-7.721913213872369e-05,0.0,60,12305,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-06-03-L0.1-H60,V3,2025-06-03,2024-11-13,2025-05-22,2025-05-30,-7.606142728535395e-05,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-07-01-L0.1-H60,V3,2025-07-01,2024-12-11,2025-06-20,2025-06-30,-6.212691946105443e-05,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-08-01-L0.1-H60,V3,2025-08-01,2025-01-14,2025-07-23,2025-07-31,-5.567927722547224e-06,0.0,60,12313,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-09-01-L0.1-H60,V3,2025-09-01,2025-02-20,2025-08-21,2025-08-29,6.02503127123705e-05,0.0,60,12289,126,0.1,unidentifiable_c_or_D,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
V3-2025-10-09-L0.1-H60,V3,2025-10-09,2025-03-24,2025-09-22,2025-09-30,0.0009079768276019429,0.007985270442574523,60,12203,126,0.1,,True,-2.3121511503203306e-05,-2.180091498992362e-05,-1.6983614854821594e-05,-5.29108381720633e-06,-6.111775332079035e-06,2.8364202769330807e-05,2.6935071537041385e-05,3.313419125839784e-05,-6.708185902488221e-06,-1.2065099376156042e-05,7.0626023666622555e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.003482229951270512,5.845439900229659e-17,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2025-11-03-L0.1-H60,V3,2025-11-03,2025-04-17,2025-10-23,2025-10-31,0.0016864423952503184,0.01035567223147261,60,12135,126,0.1,,True,-2.9087668482384652e-05,-5.209916651829457e-05,4.57059533496827e-06,-1.842271570706477e-05,-1.6014165099184625e-05,2.3435381761730323e-05,2.5928510966144843e-05,3.28642808216057e-05,1.7756657790198955e-05,4.0272167021423515e-06,1.6498778395139608e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.00375015454950599,4.0740189107894018e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2025-12-01-L0.1-H60,V3,2025-12-01,2025-05-20,2025-11-20,2025-11-28,0.00233827003387324,0.012000158384296014,60,12087,126,0.1,,True,5.166228751643333e-06,-2.9273081386183582e-05,1.0666065530180951e-05,-5.060611026793988e-06,-1.9055356338588316e-05,1.5157287271229764e-05,3.6079526009251114e-05,1.891243997774517e-05,2.4682010615220923e-05,9.27346874362157e-06,1.3365984229339415e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0036732054153753935,6.41441229412761e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2026-01-05-L0.1-H60,V3,2026-01-05,2025-06-23,2025-12-23,2025-12-31,0.0021031973050478917,0.010454039619025279,60,12030,126,0.1,,True,3.103000038446658e-05,-1.5981615419302092e-05,1.8438921563333215e-05,2.081424048932825e-06,-1.2633167982032006e-05,-1.4873913947397516e-06,5.248396721010215e-06,3.6824202864566755e-06,1.53213927465844e-05,1.642805731854416e-05,8.024418248341044e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0032711497908763675,8.101685528518693e-11,1.0,,,,,,,,,,,,,,,,,,,,,,
V3-2026-02-02-L0.1-H60,V3,2026-02-02,2025-07-21,2026-01-22,2026-01-30,0.0027954296901284083,0.014766513426502996,60,11962,126,0.1,,True,2.453231531557442e-05,-2.639818567770198e-05,3.0931777249139025e-05,-1.0778725092274798e-05,-2.118425441505135e-05,2.9861207919701903e-05,-3.257255795815628e-05,6.372116278286404e-07,3.302549289429085e-05,2.5660359912077204e-05,8.883505252452561e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0036188475224024678,7.992599156684554e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2026-03-02-L0.1-H60,V3,2026-03-02,2025-08-08,2026-02-11,2026-02-27,0.0024029715844640087,0.012964115102268449,60,11936,126,0.1,,True,1.16331229508661e-05,-6.126165668279461e-06,1.8671286015589364e-05,-2.4461799779017863e-05,5.540349028862264e-06,3.484496834351262e-05,-3.2231131220642225e-05,-3.1440742485029375e-06,3.694759050356712e-05,2.3037488749785733e-05,-1.7412878948549015e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.00364573335920087,6.754198293336024e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2026-04-01-L0.1-H60,V3,2026-04-01,2025-09-09,2026-03-23,2026-03-31,0.0017378929983365755,0.009814734626491068,60,11996,126,0.1,,True,9.988055838066885e-06,1.7487474130721392e-05,2.0243077873989398e-05,-7.555885824943362e-06,-6.655361436213647e-06,3.1011649041816716e-05,-4.315235882550429e-05,4.63144691674783e-06,4.10289800272047e-05,2.008378950731797e-05,-1.1414005566171663e-05,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0036194109450329286,1.0362970571244223e-16,2.0,,,,,,,,,,,,,,,,,,,,,,
V3-2026-05-06-L0.1-H60,V3,2026-05-06,2025-10-16,2026-04-22,2026-04-30,0.0005668470274259762,0.0041326317378508,60,12080,126,0.1,,True,-2.752302287038475e-06,-9.440530249550076e-07,2.251367692561132e-08,2.4227523976208145e-06,1.1034422664491734e-06,1.2148682208747809e-05,-1.6892149877155717e-05,3.391323239821839e-06,7.959834262175555e-06,9.636888453412628e-06,-7.969715687916136e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0034396358748424805,3.871512911647075e-11,1.0,,,,,,,,,,,,,,,,,,,,,,
