t,date,version,fit_id,a,c,fallback_reason,rank_ic,pearson_ic,valid_stocks,correct_directions,active_directions,zero_predictions,zero_targets,positive_targets,negative_targets,mse
286,2025-03-13,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.3244135282979171,-0.2201772974941248,97,47,97,0,0,47,50,0.001425820717478824
287,2025-03-14,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.24671260256679992,-0.24104957013714126,97,49,97,0,0,49,48,0.0014951692184711814
288,2025-03-17,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.26220281927203865,-0.33486798001932383,97,50,97,0,0,50,47,0.001793842772138078
289,2025-03-18,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.40198295813170626,-0.37923922148734174,97,42,97,0,0,42,55,0.001547503064891458
290,2025-03-19,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.2838075952030296,-0.25260507077053757,97,43,97,0,0,43,54,0.0012636251070323966
291,2025-03-20,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.13851777824531872,-0.1582373247116389,97,47,97,0,0,47,50,0.0010869044453684724
292,2025-03-21,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.0471018304228908,-0.01598869157401751,97,39,97,0,0,39,58,0.0012793556134839065
293,2025-03-24,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.027850831054071108,0.01052593420620725,97,45,97,0,0,45,52,0.0009202515733820324
294,2025-03-25,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,-0.0390805806858826,-0.06661313176847984,97,43,97,0,0,43,54,0.0006975080308771161
295,2025-03-26,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,0.09282295392383756,0.11821723231088284,97,56,97,0,0,56,41,0.0010644866564768647
296,2025-03-27,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,0.2998763938565116,0.29620392845283156,97,52,97,0,0,52,45,0.003007557004766013
297,2025-03-28,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,0.2518672417420576,0.23721338388065666,97,48,97,0,0,48,49,0.0053523542936927985
298,2025-03-31,B0,B0,0.0003012358948034905,0.0,unidentifiable_c,0.1376630549126867,0.08150735657068837,97,46,97,0,0,46,51,0.0058462974316624925
