year,annual_alpha,beta,r_squared,t_stat
2024,-0.03576657025157662,0.2429445528288001,0.3620837818344512,-0.4206305648379349
2025,0.05554104302946944,0.3050253776709225,0.38354945256119,0.71456899450825
2026,-0.04279618302671397,0.3856815014598734,0.4052327679276514,-0.27036744985427613
