year,annual_alpha,beta,r_squared,t_stat
2024,0.0014745234227242115,0.06385383795748946,0.10714326845269884,0.03099417184044172
2025,-0.013748316602814567,0.03945872486410698,0.024654902085919472,-0.3250805164417149
2026,-0.061785044256760235,0.02698955533971814,0.007716538553287466,-0.8289507940753968
