year,annual_alpha,beta,r_squared,t_stat
2024,0.1954304714777122,-0.18045684317527078,0.1662789367222538,1.9056686275168189
2025,-0.044039818080260494,-0.1765335715267038,0.05300888508147128,-0.4022790031209909
2026,-0.08657389845245954,-0.29515459096452706,0.16650269490306457,-0.5610075094752578
